Date,Open,High,Low,Close,Volume,Adj Close,SPreturn,Lag1,Lag2,Lag3,Lag4,Lag5,Direction,SPrange,Year,Month,Day,Weekday
37004,1242.97998,1242.97998,1217.469971,1224.359985,1012600000,1224.359985,-1.498012462,-0.8542751,1.254273,3.889040426,1.028245325,-0.322766878,Down,25.510009,2001,4,23,2
37005,1224.359985,1233.540039,1208.890015,1209.469971,1216500000,1209.469971,-1.216146736,-1.498012462,-0.8542751,1.254273,3.889040426,1.028245325,Down,24.650024,2001,4,24,3
37006,1209.469971,1232.359985,1207.380005,1228.75,1203600000,1228.75,1.594089102,-1.216146736,-1.498012462,-0.8542751,1.254273,3.889040426,Up,24.97998,2001,4,25,4
37007,1228.75,1248.300049,1228.75,1234.52002,1345200000,1234.52002,0.469584537,1.594089102,-1.216146736,-1.498012462,-0.8542751,1.254273,Up,19.550049,2001,4,26,5
37008,1234.52002,1253.069946,1234.52002,1253.050049,1091300000,1253.050049,1.500990563,0.469584537,1.594089102,-1.216146736,-1.498012462,-0.8542751,Up,18.549926,2001,4,27,6
37011,1253.050049,1269.300049,1243.98999,1249.459961,1266800000,1249.459961,-0.286507949,1.500990563,0.469584537,1.594089102,-1.216146736,-1.498012462,Down,25.310059,2001,4,30,2
37012,1249.459961,1266.469971,1243.550049,1266.439941,1181300000,1266.439941,1.358985524,-0.286507949,1.500990563,0.469584537,1.594089102,-1.216146736,Up,22.919922,2001,5,1,3
37013,1266.439941,1272.930054,1257.699951,1267.430054,1342200000,1267.430054,0.07818081,1.358985524,-0.286507949,1.500990563,0.469584537,1.594089102,Up,15.230103,2001,5,2,4
37014,1267.430054,1267.430054,1239.880005,1248.579956,1137900000,1248.579956,-1.487269293,0.07818081,1.358985524,-0.286507949,1.500990563,0.469584537,Down,27.550049,2001,5,3,5
37015,1248.579956,1267.51001,1232,1266.609985,1082100000,1266.609985,1.444042803,-1.487269293,0.07818081,1.358985524,-0.286507949,1.500990563,Up,35.51001,2001,5,4,6
37018,1266.609985,1270,1259.189941,1263.51001,949000000,1263.51001,-0.24474582,1.444042803,-1.487269293,0.07818081,1.358985524,-0.286507949,Down,10.810059,2001,5,7,2
37019,1266.709961,1267.01001,1253,1261.199951,1006300000,1261.199951,-0.182828706,-0.24474582,1.444042803,-1.487269293,0.07818081,1.358985524,Down,14.01001,2001,5,8,3
37020,1261.199951,1261.650024,1247.829956,1255.540039,1132400000,1255.540039,-0.448771981,-0.182828706,-0.24474582,1.444042803,-1.487269293,0.07818081,Down,13.820068,2001,5,9,4
37021,1255.540039,1268.140015,1254.560059,1255.180054,1056700000,1255.180054,-0.028671726,-0.448771981,-0.182828706,-0.24474582,1.444042803,-1.487269293,Down,13.579956,2001,5,10,5
37022,1255.180054,1259.839966,1240.790039,1245.670044,906200000,1245.670044,-0.75766102,-0.028671726,-0.448771981,-0.182828706,-0.24474582,1.444042803,Down,19.049927,2001,5,11,6
37025,1245.670044,1249.680054,1241.02002,1248.920044,858200000,1248.920044,0.260903761,-0.75766102,-0.028671726,-0.448771981,-0.182828706,-0.24474582,Up,8.660034,2001,5,14,2
37026,1248.920044,1257.449951,1245.359985,1249.439941,1071800000,1249.439941,0.041627725,0.260903761,-0.75766102,-0.028671726,-0.448771981,-0.182828706,Up,12.089966,2001,5,15,3
37027,1249.439941,1286.390015,1243.02002,1284.98999,1405300000,1284.98999,2.845278739,0.041627725,0.260903761,-0.75766102,-0.028671726,-0.448771981,Up,43.369995,2001,5,16,4
37028,1284.98999,1296.47998,1282.650024,1288.48999,1355600000,1288.48999,0.272375663,2.845278739,0.041627725,0.260903761,-0.75766102,-0.028671726,Up,13.829956,2001,5,17,5
37029,1288.48999,1292.060059,1281.150024,1291.959961,1130800000,1291.959961,0.269305235,0.272375663,2.845278739,0.041627725,0.260903761,-0.75766102,Up,10.910035,2001,5,18,6
37032,1291.959961,1312.949951,1287.869995,1312.829956,1174900000,1312.829956,1.615374751,0.269305235,0.272375663,2.845278739,0.041627725,0.260903761,Up,25.079956,2001,5,21,2
37033,1312.829956,1315.930054,1306.890015,1309.380005,1260400000,1309.380005,-0.262787346,1.615374751,0.269305235,0.272375663,2.845278739,0.041627725,Down,9.040039,2001,5,22,3
37034,1309.380005,1309.380005,1288.699951,1289.050049,1134800000,1289.050049,-1.552639869,-0.262787346,1.615374751,0.269305235,0.272375663,2.845278739,Down,20.680054,2001,5,23,4
37035,1289.050049,1295.040039,1281.219971,1293.170044,1100700000,1293.170044,0.31961482,-1.552639869,-0.262787346,1.615374751,0.269305235,0.272375663,Up,13.820068,2001,5,24,5
37036,1293.170044,1293.170044,1276.420044,1277.890015,828100000,1277.890015,-1.181594723,0.31961482,-1.552639869,-0.262787346,1.615374751,0.269305235,Down,16.75,2001,5,25,6
37040,1277.890015,1278.420044,1265.410034,1267.930054,1026000000,1267.930054,-0.779406747,-1.181594723,0.31961482,-1.552639869,-0.262787346,1.615374751,Down,13.01001,2001,5,29,3
37041,1267.930054,1267.930054,1245.959961,1248.079956,1158600000,1248.079956,-1.565551502,-0.779406747,-1.181594723,0.31961482,-1.552639869,-0.262787346,Down,21.970093,2001,5,30,4
37042,1248.079956,1261.910034,1248.069946,1255.819946,1226600000,1255.819946,0.620151775,-1.565551502,-0.779406747,-1.181594723,0.31961482,-1.552639869,Up,13.840088,2001,5,31,5
37043,1255.819946,1265.339966,1246.880005,1260.670044,1015000000,1260.670044,0.386209664,0.620151775,-1.565551502,-0.779406747,-1.181594723,0.31961482,Up,18.459961,2001,6,1,6
37046,1260.670044,1267.170044,1256.359985,1267.109985,836500000,1267.109985,0.510834776,0.386209664,0.620151775,-1.565551502,-0.779406747,-1.181594723,Up,10.810059,2001,6,4,2
37047,1267.109985,1286.619995,1267.109985,1283.569946,1116800000,1283.569946,1.299015965,0.510834776,0.386209664,0.620151775,-1.565551502,-0.779406747,Up,19.51001,2001,6,5,3
37048,1283.569946,1283.849976,1269.01001,1270.030029,1061900000,1270.030029,-1.054863979,1.299015965,0.510834776,0.386209664,0.620151775,-1.565551502,Down,14.839966,2001,6,6,4
37049,1270.030029,1277.079956,1265.079956,1276.959961,1089600000,1276.959961,0.545651035,-1.054863979,1.299015965,0.510834776,0.386209664,0.620151775,Up,12,2001,6,7,5
37050,1276.959961,1277.109985,1259.98999,1264.959961,726200000,1264.959961,-0.939731892,0.545651035,-1.054863979,1.299015965,0.510834776,0.386209664,Down,17.119995,2001,6,8,6
37053,1264.959961,1264.959961,1249.22998,1254.390015,870100000,1254.390015,-0.835595302,-0.939731892,0.545651035,-1.054863979,1.299015965,0.510834776,Down,15.729981,2001,6,11,2
37054,1254.390015,1261,1235.75,1255.849976,1136500000,1255.849976,0.116388124,-0.835595302,-0.939731892,0.545651035,-1.054863979,1.299015965,Up,25.25,2001,6,12,3
37055,1255.849976,1259.75,1241.589966,1241.599976,1063600000,1241.599976,-1.134689674,0.116388124,-0.835595302,-0.939731892,0.545651035,-1.054863979,Down,18.160034,2001,6,13,4
37056,1241.599976,1241.599976,1218.900024,1219.869995,1242900000,1219.869995,-1.750159586,-1.134689674,0.116388124,-0.835595302,-0.939731892,0.545651035,Down,22.699952,2001,6,14,5
37057,1219.869995,1221.5,1203.030029,1214.359985,1635550000,1214.359985,-0.451688297,-1.750159586,-1.134689674,0.116388124,-0.835595302,-0.939731892,Down,18.469971,2001,6,15,6
37060,1214.359985,1221.22998,1208.329956,1208.430054,1111600000,1208.430054,-0.488317391,-0.451688297,-1.750159586,-1.134689674,0.116388124,-0.835595302,Down,12.900024,2001,6,18,2
37061,1208.430054,1226.109985,1207.709961,1212.579956,1184900000,1212.579956,0.343412677,-0.488317391,-0.451688297,-1.750159586,-1.134689674,0.116388124,Up,18.400024,2001,6,19,3
37062,1212.579956,1225.609985,1210.069946,1223.140015,1350100000,1223.140015,0.870875273,0.343412677,-0.488317391,-0.451688297,-1.750159586,-1.134689674,Up,15.540039,2001,6,20,4
37063,1223.140015,1240.23999,1220.25,1237.040039,1546820000,1237.040039,1.136421328,0.870875273,0.343412677,-0.488317391,-0.451688297,-1.750159586,Up,19.98999,2001,6,21,5
37064,1237.040039,1237.72998,1221.410034,1225.349976,1189200000,1225.349976,-0.9450028,1.136421328,0.870875273,0.343412677,-0.488317391,-0.451688297,Down,16.319946,2001,6,22,6
37067,1225.349976,1231.5,1213.599976,1218.599976,1050100000,1218.599976,-0.55086303,-0.9450028,1.136421328,0.870875273,0.343412677,-0.488317391,Down,17.900024,2001,6,25,2
37068,1218.599976,1220.699951,1204.640015,1216.76001,1198900000,1216.76001,-0.150990156,-0.55086303,-0.9450028,1.136421328,0.870875273,0.343412677,Down,16.059936,2001,6,26,3
37069,1216.76001,1219.920044,1207.290039,1211.069946,1162100000,1211.069946,-0.467640616,-0.150990156,-0.55086303,-0.9450028,1.136421328,0.870875273,Down,12.630005,2001,6,27,4
37070,1211.069946,1234.439941,1211.069946,1226.199951,1327300000,1226.199951,1.249308931,-0.467640616,-0.150990156,-0.55086303,-0.9450028,1.136421328,Up,23.369995,2001,6,28,5
37071,1226.199951,1237.290039,1221.140015,1224.380005,1832360000,1224.380005,-0.148421634,1.249308931,-0.467640616,-0.150990156,-0.55086303,-0.9450028,Down,16.150024,2001,6,29,6
37074,1224.420044,1239.780029,1224.030029,1236.719971,1128300000,1236.719971,1.007854257,-0.148421634,1.249308931,-0.467640616,-0.150990156,-0.55086303,Up,15.75,2001,7,2,2
37075,1236.709961,1236.709961,1229.430054,1234.449951,622110000,1234.449951,-0.183551657,1.007854257,-0.148421634,1.249308931,-0.467640616,-0.150990156,Down,7.279907,2001,7,3,3
37077,1234.449951,1234.449951,1219.150024,1219.23999,934900000,1219.23999,-1.232124558,-0.183551657,1.007854257,-0.148421634,1.249308931,-0.467640616,Down,15.299927,2001,7,5,5
37078,1219.23999,1219.23999,1188.73999,1190.589966,1056700000,1190.589966,-2.349826469,-1.232124558,-0.183551657,1.007854257,-0.148421634,1.249308931,Down,30.5,2001,7,6,6
37081,1190.589966,1201.76001,1189.75,1198.780029,1045700000,1198.780029,0.687899548,-2.349826469,-1.232124558,-0.183551657,1.007854257,-0.148421634,Up,12.01001,2001,7,9,2
37082,1198.780029,1203.430054,1179.930054,1181.52002,1263800000,1181.52002,-1.439797843,0.687899548,-2.349826469,-1.232124558,-0.183551657,1.007854257,Down,23.5,2001,7,10,3
37083,1181.52002,1184.930054,1168.459961,1180.180054,1384100000,1180.180054,-0.113410351,-1.439797843,0.687899548,-2.349826469,-1.232124558,-0.183551657,Down,16.470093,2001,7,11,4
37084,1180.180054,1210.25,1180.180054,1208.140015,1394000000,1208.140015,2.36912672,-0.113410351,-1.439797843,0.687899548,-2.349826469,-1.232124558,Up,30.069946,2001,7,12,5
37085,1208.140015,1218.540039,1203.609985,1215.680054,1121700000,1215.680054,0.624103076,2.36912672,-0.113410351,-1.439797843,0.687899548,-2.349826469,Up,14.930054,2001,7,13,6
37088,1215.680054,1219.630005,1200.050049,1202.449951,1039800000,1202.449951,-1.088288235,0.624103076,2.36912672,-0.113410351,-1.439797843,0.687899548,Down,19.579956,2001,7,16,2
37089,1202.449951,1215.359985,1196.140015,1214.439941,1238100000,1214.439941,0.997130067,-1.088288235,0.624103076,2.36912672,-0.113410351,-1.439797843,Up,19.21997,2001,7,17,3
37090,1214.439941,1214.439941,1198.329956,1207.709961,1316300000,1207.709961,-0.554163263,0.997130067,-1.088288235,0.624103076,2.36912672,-0.113410351,Down,16.109985,2001,7,18,4
37091,1207.709961,1225.040039,1205.800049,1215.02002,1343500000,1215.02002,0.605282662,-0.554163263,0.997130067,-1.088288235,0.624103076,2.36912672,Up,19.23999,2001,7,19,5
37092,1215.02002,1215.689941,1207.040039,1210.849976,1170900000,1210.849976,-0.343207843,0.605282662,-0.554163263,0.997130067,-1.088288235,0.624103076,Down,8.649902,2001,7,20,6
37095,1210.849976,1215.219971,1190.5,1191.030029,986900000,1191.030029,-1.636862319,-0.343207843,0.605282662,-0.554163263,0.997130067,-1.088288235,Down,24.719971,2001,7,23,2
37096,1191.030029,1191.030029,1165.540039,1171.650024,1198700000,1171.650024,-1.627163424,-1.636862319,-0.343207843,0.605282662,-0.554163263,0.997130067,Down,25.48999,2001,7,24,3
37097,1171.650024,1190.52002,1171.280029,1190.48999,1280700000,1190.48999,1.607985799,-1.627163424,-1.636862319,-0.343207843,0.605282662,-0.554163263,Up,19.239991,2001,7,25,4
37098,1190.48999,1204.180054,1182.650024,1202.930054,1213900000,1202.930054,1.044953263,1.607985799,-1.627163424,-1.636862319,-0.343207843,0.605282662,Up,21.53003,2001,7,26,5
37099,1202.930054,1209.26001,1195.98999,1205.819946,1015300000,1205.819946,0.240237742,1.044953263,1.607985799,-1.627163424,-1.636862319,-0.343207843,Up,13.27002,2001,7,27,6
37102,1205.819946,1209.050049,1200.410034,1204.52002,909100000,1204.52002,-0.107804321,0.240237742,1.044953263,1.607985799,-1.627163424,-1.636862319,Down,8.640015,2001,7,30,2
37103,1204.52002,1222.73999,1204.52002,1211.22998,1129200000,1211.22998,0.557065046,-0.107804321,0.240237742,1.044953263,1.607985799,-1.627163424,Up,18.21997,2001,7,31,3
37104,1211.22998,1223.040039,1211.22998,1215.930054,1340300000,1215.930054,0.388041419,0.557065046,-0.107804321,0.240237742,1.044953263,1.607985799,Up,11.810059,2001,8,1,4
37105,1215.930054,1226.27002,1215.310059,1220.75,1218300000,1220.75,0.39639994,0.388041419,0.557065046,-0.107804321,0.240237742,1.044953263,Up,10.959961,2001,8,2,5
37106,1220.75,1220.75,1205.310059,1214.349976,939900000,1214.349976,-0.524269834,0.39639994,0.388041419,0.557065046,-0.107804321,0.240237742,Down,15.439941,2001,8,3,6
37109,1214.349976,1214.349976,1197.349976,1200.47998,811700000,1200.47998,-1.142174519,-0.524269834,0.39639994,0.388041419,0.557065046,-0.107804321,Down,17,2001,8,6,2
37110,1200.469971,1207.560059,1195.640015,1204.400024,1012000000,1204.400024,0.326539723,-1.142174519,-0.524269834,0.39639994,0.388041419,0.557065046,Up,11.920044,2001,8,7,3
37111,1204.400024,1206.790039,1181.27002,1183.530029,1124600000,1183.530029,-1.732812569,0.326539723,-1.142174519,-0.524269834,0.39639994,0.388041419,Down,25.520019,2001,8,8,4
37112,1183.530029,1184.709961,1174.680054,1183.430054,1104200000,1183.430054,-0.008447187,-1.732812569,0.326539723,-1.142174519,-0.524269834,0.39639994,Down,10.029907,2001,8,9,5
